label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,4,22,2,1151,93,3,10,5,71,124,21,4,45,13,25,205,31,81,0,0,0,0,0,0,0
1,2,50,15,7,38,16,6,133,661,11,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40,14,40,1274,293,1599,5,6,318,11,6,1329,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,5,21,126,4,22,556,2,405,7,602,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1,68,3,4,45,166,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,261,77,103,9,15,6,199,354,711,20,27,14,341,81,0,0,0,0,0,0,0,0,0,0
0,36,190,37,109,30,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,467,5,19,106,134,11,6,1547,1293,204,621,3,4,29,7,344,28,10,5,90,113,4,49,219,373
0,20,848,26,2,759,360,58,5,1552,14,643,3,1078,168,178,0,0,0,0,0,0,0,0,0,0
1,317,10,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,67,194,3,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,6,490,1378,109,74,7,279,47,20,34,537,139,159,1092,6,333,512,230,37,1340,359,87,43,12
1,4,408,10,188,99,190,3,75,1302,10,188,99,140,0,0,0,0,0,0,0,0,0,0,0,0
1,2,12,5,379,3,2,173,34,24,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,18,5,13,59,7,527,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,47,441,13,607,317,10,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,15,7,29,6,1465,313,3,452,165,3,40,853,1371,51,2,726,27,1462,26,757,0,0,0,0
1,576,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,124,13,6,1169,9,15,16,6,1081,11,966,3,4,55,130,7,214,41,32,126,943,236,562,10,35
0,36,2,18,5,665,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,355,27,40,98,767,3,53,377,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,758,3,506,320,34,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,171,1534,429,31,2,531,120,21,154,752,1377,31,40,27,365,322,39,1511,26,54,1257,635,198,0
0,20,123,13,429,143,420,2,1058,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,42,307,208,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,63,25,92,30,255,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,132,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,543,27,6,199,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,216,16,792,83,7,25,280,438,46,34,1658,743,348,3,20,34,2,72,411,215,0,0,0,0
1,29,80,92,276,1666,3,181,200,120,80,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,140,2,654,680,51,17,2,101,58,459,7,25,73,8,1405,3,600,0,0,0,0,0,0,0,0
1,2,1276,40,22,355,3,43,152,1155,871,264,120,22,152,35,2,50,3,86,286,363,10,5,2,50
0,4,596,6,488,1223,293,287,11,708,14,19,361,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1097,4,112,28,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,15,5,352,6,67,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,84,2,1143,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,153,5,71,312,4,22,2,487,1555,3,371,374,0,0,0,0,0,0,0,0,0,0,0,0
1,50,301,91,49,22,14,19,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,115,62,6,23,392,1267,43,294,929,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,407,418,5,24,1457,3,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1497,27,40,1266,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17,18,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,18,5,132,12,5,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,17,4,256,92,7,29,7,509,9,15,217,230,1250,6,463,7,2,15,3,230,51,6,463,7
1,51,127,2,612,5,261,3,2,12,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,106,1300,10,8,6,555,673,426,67,212,184,61,100,0,0,0,0,0,0,0,0,0,0,0
0,342,1551,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,5,435,35,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,558,14,2,542,21,4,256,78,4,63,25,30,33,164,10,8,6,1476,387,0,0,0,0,0
0,2,18,5,304,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,160,167,738,198,2,832,16,2,374,666,45,283,142,41,75,14,57,0,0,0,0,0,0,0,0
0,4,29,80,14,90,113,6,179,672,14,57,3,144,13,49,965,125,1520,16,473,333,0,0,0,0
1,155,10,61,278,23,12,261,3,1226,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,5,17,18,5,17,173,34,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,124,3,600,8,6,17,129,11,1433,2,432,800,153,0,0,0,0,0,0,0,0,0,0,0,0
0,2,203,257,148,4,22,233,33,120,80,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,15,8,39,1509,36,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,18,4,299,149,66,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1543,660,32,2,118,1269,5,21,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,530,42,42,380,7,976,125,868,1519,560,149,698,19,1321,281,14,189,1047,13,65,0,0,0,0
1,4,84,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1544,1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,170,88,6,468,1376,1105,31,109,74,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,448,14,2,1238,1218,14,1046,458,3,29,959,104,963,1505,165,1162,0,0,0,0,0,0,0,0
1,230,28,121,234,689,25,235,26,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,50,186,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,8,177,436,97,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,138,52,13,38,33,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,8,44,379,156,70,26,82,11,2,50,12,4,29,49,150,0,0,0,0,0,0,0,0,0
0,342,1178,4,52,89,369,48,38,7,2,1536,599,896,3,1529,644,0,0,0,0,0,0,0,0,0
1,2,1171,8,48,632,207,7,496,2,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1175,188,194,5,174,213,857,210,176,712,2,275,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,55,112,266,25,92,30,255,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95,39,6,42,902,525,14,56,381,213,441,1064,1330,26,2,1236,524,35,2,525,0,0,0,0,0
0,4,45,60,38,30,7,9,15,3,45,60,49,366,9,15,7,681,0,0,0,0,0,0,0,0
0,47,46,34,259,99,4,52,299,10,259,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,197,4,168,24,235,26,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,197,6,23,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,128,189,4,239,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,47,28,84,436,548,12,3,130,6,450,1546,11,394,443,68,1134,7,646,104,28,380,7,218,9,15
0,1385,9,387,291,6,1489,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1150,33,27,1216,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,368,114,554,1179,25,399,694,8,13,31,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37,1394,90,113,2,1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,88,96,370,109,14,266,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,65,182,540,8,2,740,123,745,82,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1091,7,116,4,63,25,92,30,255,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,63,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,470,654,34,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,96,22,166,66,105,2,153,295,5,464,124,2,96,5,532,3,46,5,66,1522,105,0,0,0
1,48,51,17,51,69,4,22,10,90,113,6,445,684,0,0,0,0,0,0,0,0,0,0,0,0
1,4,88,2,1181,973,1230,1498,58,5,53,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,197,4,39,9,15,6,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,920,5,97,406,11,6,1299,262,409,3,5,687,937,0,0,0,0,0,0,0,0,0,0,0
0,19,1345,85,2,1234,974,3,37,210,386,131,1626,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,94,22,21,89,17,829,32,10,4,123,13,1446,0,0,0,0,0,0,0,0,0,0,0,0
0,4,52,13,137,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,22,2,108,227,3,10,150,24,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,1655,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,238,34,13,204,3,1089,5,19,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,5,6,1053,643,1214,11,67,3,648,3,120,66,105,0,0,0,0,0,0,0,0,0,0,0
1,2,12,8,939,21,102,1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,92,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,197,4,5,24,78,26,2,117,11,12,35,1562,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,22,97,189,663,3,956,7,107,1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,138,60,145,30,3,330,137,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,52,183,30,81,47,4,22,6,114,1460,265,14,57,0,0,0,0,0,0,0,0,0,0,0,0
0,55,144,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,8,174,16,6,886,182,303,200,139,121,783,26,6,179,300,0,0,0,0,0,0,0,0,0
1,9,8,65,11,2,50,672,26,12,14,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,71,640,4,52,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,8,2,15,213,4,106,22,227,3,10,5,73,0,0,0,0,0,0,0,0,0,0,0,0
1,171,1194,204,1524,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,1243,14,2,454,120,23,548,834,274,3,61,100,0,0,0,0,0,0,0,0,0,0,0,0
1,1442,145,30,7,661,142,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,45,1477,7,183,33,32,1190,141,1637,1449,141,576,137,9,15,7,681,264,8,14,2,254,0,0
0,6,1288,751,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,65,8,887,6,1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,571,55,214,56,41,3,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,5,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,477,79,242,2,564,384,1605,1242,198,938,842,367,3,155,10,0,0,0,0,0,0,0,0,0,0
1,2,1454,53,134,573,58,8,44,610,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,253,5,23,26,6,555,1392,11,734,1019,870,20,949,0,0,0,0,0,0,0,0,0,0,0
1,9,15,8,6,1203,14,1188,57,3,1369,64,91,80,1239,7,1339,14,1094,801,444,1165,33,0,0,0
0,18,5,136,3,13,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,63,49,38,33,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,32,2,17,223,2,100,5,1304,1018,3,1375,6,368,768,0,0,0,0,0,0,0,0,0,0,0
1,1073,4,239,39,4,22,60,311,343,12,337,9,244,0,0,0,0,0,0,0,0,0,0,0,0
1,4,155,2,585,101,950,119,11,561,567,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,729,176,972,8,40,4,256,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,55,157,64,2,1588,245,8,97,9,15,36,4,63,25,30,695,0,0,0,0,0,0,0,0
0,4,5,24,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,483,56,232,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,5,19,106,3,72,57,185,3,10,62,13,624,0,0,0,0,0,0,0,0,0,0,0,0
1,4,155,2,433,697,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,334,14,3,2,15,881,39,44,231,1289,769,3,72,326,534,46,208,0,0,0,0,0,0,0,0
0,128,2,419,315,20,110,309,16,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,13,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,519,37,63,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,502,244,8,284,1628,16,457,51,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18,5,1367,3,12,5,6,17,51,40,2,508,0,0,0,0,0,0,0,0,0,0,0,0,0
0,338,10,5,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,493,27,627,1116,1103,688,589,518,332,1473,1596,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,22,6,1278,11,1659,69,20,1504,20,52,72,29,324,3,37,1268,87,1595,0,0,0,0,0,0
1,10,5,48,13,6,591,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,66,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,428,3,4,503,35,2,211,3,22,6,641,1437,77,0,0,0,0,0,0,0,0,0,0,0
0,18,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,357,191,3,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,53,46,27,1492,39,6,96,238,3,319,16,1665,58,8,6,630,245,0,0,0,0,0,0,0,0
0,128,215,44,397,3,125,280,4,5,13,14,2,1287,11,1111,0,0,0,0,0,0,0,0,0,0
0,9,8,6,1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,44,1656,199,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
